ब्रैड	b r ei d:
मौहाली	m au h aa l ii
धाराओं	dh aa r aa oo n
तिलोरही	t i l oo r a h ii
मसूसस	m a s uu s
अनन्तकाल	a n a n t a k aa l
अर्थव्यस्था	a r th a v y a s th 
फिल्मस्	ph i l m s
दिखाया	d i kh aa y aa
पहुंचे	p a h u n ch ei
पंचाली	p a n ch aa l ii
नास्तिकता	n aa s t i k t aa
क्रिसेंट	k r i s ei n t:
पद्म	p a d m a
बल्वले	b a l v a l ei
धूपबत्ती	dh uu p b a t t ii
विधायी	v i dh aa y ii
गैरजरुरी	g ai r j a r u r ii
हॉबी	h a b ii
विफल	v i ph a l
मोतीझील	m oo t ii jh ii l
सामान	s aa m aa n
बलवन्त	b a l v a n t
पुरूषों	p u r u sh oo n 
झाड़ू	jh aa d: uu
प्रभू	p r a bh uu
प्रभु	p r a bh u
गायों	g aa y oo n
प्रेमजी	p r ei m j ii
गणतंत्रात्मक	g a n: t a n t r aa t m a k
वृक्ष	v r i k shh
संस्कति	s a n s k r i t i
रानाडे	r aa n a d: ei
डॉग	d: au g
डॉक	d: au k
कुदृष्टि	k u d ri shh t: i
अभियानग्रामीण	a bh i y aa n a g r aa m ii n:
राधे	r aa dh ei
श्रमिकों	sh r a m i k oo n
लेंस	l ei n s
हिंसक	h i n s a k
वीकेचिपलूणकर	v ii k ei ch a p i l uu n: k a r
किन	k i n
नासा	n aa s aa
मेकैनिकल	m ai k ei n i k a l
जर्मनी	j a r m a n ii
जहर	j a h a r
डॉन	d: au n
बरामदे	b a r aa m d ei
मूल्यवान	m uu l y a v aa n
महिनों	m a h ii n oo n
मिलेगीसजा	m i l ei s i g a j 
प्रशासन	p r a sh aa s a n
विविधता	v i v i dh t aa
गुङिया	g oo d i y aa
बैठने	b ai th n ei
बल्लेबाज	b a l l ei b aa j
गिलास	g i l aa s
सत्यजीत	s a t y a j ii t
शुभ्र	sh u bh r 
जीना	j ii n aa
कुआँ	k u aa n
मर्जी	m a r j ii
कोर	k oo r
पुरस्कृत	p u r a s k r i t
विश्लेषण	v i sh l ei shh a n:
सौम्य	s au m y 
दुष्चक्र	d u sh ch a k r 
निशानची	n i sh aa n ch ii
प्राधिकारीयों	p r aa dh i k aa r i y oo n
मानेकशॉ	m aa n ei k shh aa
शौचालयों	sh au ch aa l a y oo n
डीबी	d: ii b ii
डीआरडीओ	d: ii aa r d: ii oo 
एण्ड	a n d:
सिद्धांतों	s i d dh aa n t oo n
तरफा	t a r a ph
जफर	j a ph a r
घूमता	gh uu m t aa
कातिल	k aa t i l
वन्दना	v a n d a n aa
गुणवत्तापूर्णं	g u n: v a t t a p uu r n
खिलाने	kh i l aa n ei
संयंत्र	s a n y a n t r 
सरदारों	s a r a d aa r oo n
बृजमंडल	b ri j m a n d: a l
बड़ी	b a d: ii
क्लबों	k l a b oo n
बड़े	b a d: ei
उपनाम	u p n aa m
लाना	l aa n aa
लानि	l aa n i
हैंडल	h ai n d: a l
बोरानगर	b oo r aa n a g a r
बेंस	b ei n s
डेरी	d: ei r ii
किताबें	k i t aa b ei n
किताबेँ	k i t aa b ei n
महापरिनिर्वाण	m a h a p a r i n i r v aa n:
उच्छल	u ch chh a l
ताँबा	t aa n b aa
तपमान	t aa p m aa n
उपक्रमों	u p k r a m oo n
दसवेँ	d a s v ei n
दसवें	d a s v ei n
जार्ज	j aa r j
थोड़ी	th oo d: ii
इस्टेइंग	i s t: ei i n g
लड्डुअन	l a d: d: u a n
द्वीप	d v ii p
साजो	s aa j oo n
शासित	sh aa s i t
खजानसिंह	kh a j aa n s i n h
तुरंत	t u r a n t
नहाकर	n a h aa k a r
साजे	s aa j ei
परिस्थितिवश	p a r i s th i t i v a sh
इच्छित	i ch chh i t
ठंड	th a n d:
ईसा	ii s aa
गंगा	g a n g aa
अन्त	a n a n t
पूज्य	p uu j y 
अन्न	a n n
चिन्ह	ch i n h 
मेडिसीन	m ei d: ii s i n
डॉक्टर	d: aa k t: a r
मजदूरों	m a j d uu r oo n
शाप	sh aa p
चिह्नित	ch i n h i t
गुजराती	g u j r aa t ii
प्रकृति	p r a k r i t i
ब्रम्हाण्ड	b r a m h aa n d:
बेन्टिक	b ei n t: i k
खोय	kh oo y
प्रतीकों	p r a t ii k oo n
पेटीका	p ei t: ii k aa
थेनमोज़ी	th ei n a m oo j ii
सिर्फ	s i r ph 
बुटेफ्लिका	b oo t: ph ei l i k 
सम्बन्धित	s a m b a n dh i t
समायोजन	s a m aa y oo j a n
एयरोस्पेस	ei y a r o s p ei s
ब्रिक्री	b r i k r ii
किस	k i s
मूक	m uu k
डुबकी	d: u b k ii
हँसते	h a n s t ei
इंधन	ii n dh a n
माफी	m aa ph ii
पंखो	p a n kh oo n
कद्दू	k a d d uu
रणनीतियाँ	r a n: n ii t i y aa n
हत्या	h a t y aa
सरकारी	s a r k aa r ii
एव	ei v
देहांत	d ei h aa n t
किक	k i k
मारसेला	m aa r s ei l aa
मतभेदों	m a t bh ei d oo n
बाध्य	b aa dh y 
वाष्पीकरण	v aa sh ii p a k r a nd~ 
अवकाशोंस्वतंत्रता	a v a k a sh oo n t a v 
पाप	p aa p
बोहरा	b oo h r aa
कैसे	k ai s ei
सावित्री	s aa v i t r ii
वैशाख	v ai sh aa kh
जगाने	j a g aa n ei
जाते	j aa t ei
विदोहन	v i d oo h a n
बूस्टर	b uu s t: a r
जाती	j aa t ii
शिक्षकों	sh i k shh oo k
किए	k i ei
गुड़िया	g u d: i y aa
लगातार	l a g aa t aa r
भगवानदास	bh a g v aa n d aa s
एव्	ei v
सार्वभौम	s aa r v a bh au m
छठवीं	chh a t v ii n
वहन	v a h a n
ज़ोसेफ़	j oo s ei ph
संवितरण	s a n v i t r a n:
चाकू	ch aa k uu
किवदंति	k i n v a d a n t ii
पहनता	p a h a n t aa
घरों	gh a r oo n
विनाशकारी	v i n aa sh k aa r ii
आपे	aa p ei
चिपचिपे	ch i p ch i p ei
श्रद्धाजंलि	sh r a d dh aa n j a l i
उसका	u s k aa
वहस	v a h a s
पुनर्विचार	p u n r v i ch aa r
कोष	k oo sh
आनी	aa n ii
आवश्कतानुसार	aa v a sh y a k t aa n u s aa r
काग्रेस	k aa n g r ei s
यूरोमनी	y uu r oo m a n ii
मेडिटेशन	m ei d i t: ei sh a n
लोकतान्त्रिक	l oo k t a n t r i k
लहरों	l a h a r oo n
स्तंभ	s t a m bh 
बही	b a h ii
अहिंसात्मक	a h i n s aa t m a k
शुरुवात	sh u r u v aa t
करायी	k a r aa y ii
श्रीधर	sh r ii dh a r
स्नस	s a n s
अनिरुद्ध	a n i r u d dh 
अन्तर्प्रान्तीय	a n t a r p r aa n t ii y 
स्वरुप	s v a r u p
वाली	v aa l ii
इज़हार	i j a h aa r
बुद्धिष्ठ	b u d dh i sh t:
तिहरे	t i h a r ei
शुरुआती	sh u r u aa t ii
आपत्ति	aa p a t t i
नकद	n a k a d
सितारों	s i t aa r oo n
साक्षी	s aa k sh ii
एएनआर	ei ei n aa r 
गाँधीजी	g aa n dh ii j ii
प्रयोक्ता	p r a y oo k t
आँखों	aa n kh oo n
श्रेष्ठता	sh r ei shh th t aa
जमाना	j a m aa n aa
सीमंस	s ii m a m s
जेल	j ei l
आईसीसी	aa ii s ii s ii
जेब	j ei b
पीपुल	p ii p u l
वैमानिकी	v ai m aa n i k ii
जहा	j a h aa
जमानत	j a m aa n a t
बगीचे	b a g ii ch ei
बेलीराम	b ei l ii r aa m
डीएनए	d ii ei n ei
शिववर्मा	sh i v a v a r m aa
मन्दिरों	m a n d i r oo n
किशोरवस्था	k i shh oo r aa v a s th aa
जेट	j ei t
कृपया	k ri p a y aa
अकर्मण्यता	a k a r m a n y a t 
मिनरल	m i n r a l
गतिहीन	g a t i h ii n
बाजूएँ	b aa j uu ei n
विलक्षण	v i l a k shh a n:
ताकि	t aa k i
बेखौफ	b ei kh au f
मैचों	m ei ch oo n
पत्नियॉ	p a t n i y aa n
उपरान्त	u p a r a n t
डिक्सी	d i k s ii
ताकत	t aa k a t
निक्षेप	n i k shh ei p
कोयले	k oo y l ei
तिरुअनन्तपुरम्	t i t u r a n a p u m t a r 
शांति	sh aa n t i
अलमोरा	a l m oo r aa
एसएनडीटी	a s a n ei n ii t: s ii
वालो	v aa l oo n
स्तनधारी	s t a n dh a r ii
जहरीलेपन	j a h r ii l ei p a n
मशीनरी	m a sh ii n a r ii
तुम्हें	t u m h ei
वेशिन	v ei sh i n
बिगड़े	b i g a d: ei
बंधक	b a n dh a k
व्यवस्थित	v y a v a s th i t
बिगड़ी	b i g a d: ii
बिनोदिनी	b i n oo d i n ii
नजर	n a j a r
स्ट्राँग	s t: r aa n g
फैक्टरियों	ph ai k t: r i y oo n
प्रतच्छ	p a r a t ch 
धमक	dh a m a k
कदम	k a d a m
गुना	g u n aa
संप्रभु	s a m p r a bh u
फिन	ph i n
प्रेसीडेंसी	p r ei s i d: ei n s ii
कार्यशाला	k aa r y a sh aa l aa
घटाओ	gh a t: aa oo 
अन्तर	a n t a r
जुड़ना	j u d: n aa
दयालु	d a y aa l u
हेल्थ	h ei l th
शाखा	sh aa kh aa
ड्रग्स	d: r a g s
नाहिं	n a h ii n
शांतिपूर्णं	sh aa n t i p uu r n: 
आखिरी	aa kh i r ii
देवता	d ei v t aa
रिकार्डेड	r i k a r d: ei d:
दोहरी	d oo h r ii
ढोल	d:h oo l
बजाये	b a j aa y ei
होरेस	h oo r ei s
हड़ताल	h a d: t aa l
सनातन	s a n aa t a n
रज	r a j
वारंट	v aa r a n t:
बलिदान	b a l i d aa n
जुल्लु	j u l l u
सांठगांठ	s aa n th g aa n th
प्लम्बिंग	p l a m b i n g
प्रताड़ना	p r a t aa d: n aa
फगवाह	ph a g a v aa h
सीनियर्स	s i n ii y a r 
समझे	s a m jh ei
चुना	ch u n aa
परिमाण	p a r i m aa n:
सुहाग	s u h aa g
उकासने	u k s aa n ei
बूंदा	b uu n d aa
बीएसएफ	b ii ei s ei ph
छत्रपति	ch a t r a p a t i
उत्तरदायित्व	u t t a r d aa y i t v 
झंडारोहड़	jh a nd~ a: r oo h a d:
बसोकुंड	b a s oo k u n d:
सहयोगी	s a h y oo g ii
बदलता	b a d a l t aa
मथुरादास	m a th u r d aa s
विजेता	v i j ei t aa
अनुवाद	a n u v aa d
झोंजे	jh oo n j ei
भगीरथी	bh a g ii r a th ii
सन्दूक	s a n d uu k
अष्ट	a shh t:
प्रजनन	p r a j a n a n
युवाओं	y u v aa oo n
हुक्म	h u k m
पुरखों	p u r kh oo n
धूमकेतु	dh uu m k ei t u
डूब	d: uu b
लार्ड	l aa r d:
मनी	m a n ii
शेंकल	sh ei n k a l
कल्याणक	k a l y aa n a k
सिविल	s i v i l
वीलियम	v ii l i y a m
फिरोज़पुर	ph i r oo j p u r
पेस्ट	p ei s t:
हाँग	h aa n g
हाँक	h aa n k
बड़ौदा	b a d: au d aa
दूरदर्शिता	d uu r d r i sh t 
कौमुदी	k au m u d ii
सर्दी	s a r d ii
लिखते	l i kh t ei
वहीउद्दीन	v a h ii u d d ii n
जैसे	j ai s ei
हत्या	h a t y aa
निवेश	n i v ei sh
पात	p aa t
आज्ञाकारिता	aa j y aa r aa k i t 
ऊँचाईयों	uu n ch aa n ii y oo n
खेतों	kh ei t oo n
प्रमाण	p r a m aa n:
खरीदा	kh a r ii d aa
सिक्ख	s i k kh
ब्रह्मांण	b r a h m aa n
ब्रह्मांड	b r a h m aa n d:
असमर्थता	a s a m a r th a t aa
गोरो	g oo r oo n
बिल्डिंगों	b i l d: i n g oo n
अँधेपन	a n dh ei p a n
लालित्यपूर्ण	l aa l i t y a p uu r n:
तौशाखाना	t au sh aa kh aa n aa
पहन	p a h a n
महत्ता	m a h a t t aa
गोरी	g oo r ii
नियुक्तियाँ	n i y u k t i y aa n
शक्तिहीन	sh a k t i h ii n
गोरे	g oo r ei
वैगई	v ai g ii
सन्तोष	s a n t oo sh
न्यौछावर	n y au chh aa v a r
पहल	p a h a l
लैडफिलों	l ai d: ph i l oo n
अश्वजीत	a sh v a j ii t
गाज़ियाबाद	g aa j i y aa b aa d
अकबर	a k b a r
मंगल	m a n g a l
एम्निओसेंटेसिस	ei m n oo n s i s t: ei l a
प्रतिक्षा	p r a t i k shh aa
आसीन	aa s ii n
सेस	s ei s
राजपत्रित	r aa j p a t r i t
बेंजामिन	b ei n j aa m i n
टिम्बर	t: i m b a r
पडता	p a d: t aa
सेल	s ei l
चादर	ch aa d a r
उत्तराखंड	u t t a r aa kh a n d:
फेंकते	ph ei n k t e
तटों	t a t: oo n
हूमन	h uu m a n
सेब	s ei b
भागते	bh aa g t ei
सेठ	s ei
धमकाने	dh a m k aa n ei
एलडो	ei l d: oo n
चाँद	ch aa n d
एचएसआरए	ei ch ei s aa r ei
सेज	s ei j
